Karmn,Name,GJ,RA_J2016_deg,DE_J2016_deg,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,R_Rsol,eR_Rsol,Ref04,M_Msol,eM_Msol,Massflag,Ref05,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref06,pi_mas,epi_mas,Ref07,d_pc,ed_pc,Ref08,Vr_kms-1,eVr_kms-1,Ref09,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref10,sa_m/s/a,esa_m/s/a,Ref11,SKG,Ref12,Pop,Ref13,vsini_flag,vsini_kms-1,evsini_kms-1,Ref14,P_d,eP_d,Ref15,pEWHalpha_A,epEWHalpha_A,Ref16,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref17,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref18,Activity,Ref19,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref20,u_mag,eu_mag,Ref21,BT_mag,eBT_mag,Ref22,B_mag,eB_mag,Ref23,BP_mag,eBP_mag,Ref24,g_mag,eg_mag,Ref25,VT_mag,eVT_mag,Ref26,GG_mag,eGG_mag,Ref27,V_mag,eV_mag,Ref28,Ra_mag,Ref29,r_mag,er_mag,Ref30,RP_mag,eRP_mag,Ref31,i_mag,ei_mag,Ref32,IN_mag,Ref33,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2MASS,Ref34,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref35,Multiplicity,Comp,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref36,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref37,CloseCompanionSpT,RV,Planet,Ref38,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,RA_J2000,DE_J2000,Ref39,SS,Class,Flags,Notes,Gaia_id_1,Gaia_id_2,2MASS_id
J19242+755,GJ 1238,1238,291.07431999627846,75.55584049589547,107.22878385263058,24.19546444202083,Gaia2,M5.5 V,5.5,PMSU,,,,,,,,,,,,,0.12302689,0.002961323,,Karmn,369.64,0.09,592.37,0.13,Gaia2,94.07,0.06,Gaia2,10.63,0.01,Gaia2,-8.4,5.1,West15,-31.13,1.38,-13.28,4.44,-12.78,2.09,CC19,0.12309159523847343,0.007148315067472367,Wolt17,HS,CC19,YD,CC19,,,,,114.0,,Irw11,-0.278,,PMSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6927,0.004,Gaia2,16.0708999633789,0.0061039999127388,PS1,,,,13.4037,6.0E-4,Gaia2,,,,15.301,UCAC3,14.7320995330811,0.00474399980157614,PS1,12.0186,0.003,Gaia2,12.7084999084473,0.00990399997681379,PS1,11.28,US-B1,9.908,0.022,9.28,0.026,8.963,0.021,AAA,2M,8.715,0.022,8.525,0.019,8.342,0.018,8.203,0.148,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,TCP,,19:24:16.34,+75:33:12.1,2M,,Gamma,..F,,2289304297045379456,,19241634+7533121
J19242+797,TYC 4592-101-1,,291.0651838301618,79.72702553252563,111.68117925413955,25.215275645444365,Gaia2,M1.0 V,1.0,Lep13,,,,,,,,,,,,,0.59345245,0.014589566,,Karmn,81.96,0.04,32.22,0.05,Gaia2,27.84,0.03,Gaia2,35.92,0.03,Gaia2,-12.88,0.44,Gaia2,-5.56,0.15,-9.09,0.37,-16.65,0.19,CC19,0.006012842259660818,2.9255615841044803E-4,Wolt17,Cas,CC19,YD,CC19,,,,,,,,-0.53,,Lep13,,,,,,,,,,,,,,,,,,,,,,,,,,12.191,0.139,TYC2,13.084,0.04,UCAC4,11.8941,0.0019,Gaia2,12.365,0.0,UCAC4,11.455,0.097,TYC2,10.8944,6.0E-4,Gaia2,11.662,0.03,UCAC4,11.162,UCAC4,11.057,0.04,UCAC4,9.9332,0.0012,Gaia2,10.252,0.01,UCAC4,10.66,US-B1,8.665,0.024,8.027,0.033,7.834,0.02,AAA,2M,7.715,0.029,7.735,0.02,7.666,0.018,7.648,0.099,AAAA,WISE,Wide,A,LDS1906,98.60,,,J19237+797,,,,,,,,No,,0,,,,,19:24:15.17,+79:43:36.7,2M,,Gamma,..F,,2294803603233537664,,19241517+7943367
J19251+283,Ross 164,4109,291.2863648112464,28.35545880937968,61.879590671008614,5.8421681273934905,Gaia2,M3.0 V,3.0,PMSU,3403.0,51.0,5.0,0.07,-0.02,0.16,Schw19,0.01654,0.008782,0.3698,0.09882,Schw19,0.3662,0.1047,,Schw19,207.52,0.08,377.67,0.09,Gaia2,59.7,0.05,Gaia2,16.75,0.01,Gaia2,-40.77280759347886,0.025027867591384503,Lafa20,-49.26,0.02,-19.59,0.02,-4.77,0.01,CC19,0.06792538622975128,0.0022196791433202385,Wolt17,HS,CC19,D,CC19,<,2.0,,Rein18,,,,-0.06,0.02,Schf19,,,Schf19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8007,0.0026,Gaia2,13.161,0.0037,PS1,,,,11.2911,0.0012,Gaia2,,,,12.222,UCAC3,11.914,0.014,CMC15,10.1279,0.0014,Gaia2,10.5525,0.0157,PS1,9.8,US-B1,8.442,0.021,7.868,0.029,7.552,9.995,AAF,2M,7.407,0.028,7.317,0.02,7.221,0.018,7.07,0.099,AAAA,WISE,Single,-,,,,,,,,,,,,CARMENES,No,,0,,CAFE FEROS,,(FastCam),19:25:08.46,+28:21:13.2,2M,S2,Alpha,,,2026037542160935552,,19250845+2821132
J19255+096,LSPM J1925+0938,,291.3791599372903,9.638767031279054,45.401819459108935,-3.074910281658259,Gaia2,M8.0 V,8.0,New14,2500.0,50.0,,,,,Schw19,0.001017,1.9E-5,0.1699,0.006979,Schw19,0.1553,0.01097,,Schw19,83.79,0.47,-240.82,0.4,Gaia2,59.43,0.29,Gaia2,16.83,0.08,Gaia2,-1.28391,7.12644,CC20,8.35,5.0,-11.16,5.07,-14.88,0.39,CC19,0.023397850939013688,0.0013042017977343181,Wolt17,,,YD,CC19,=,34.7,3.5,Rein18,,,,-1.6,0.15,Schf19,-4.98,0.03999999910593033,Schf19,,,,,,,,,,,,,RV-loud,Sade20,,,,,,,,,,,,,,,19.1426,0.0512,Gaia2,19.72995,0.0396,PS1,,,,15.6734,0.0013,Gaia2,,,,,,18.1046,0.00855,PS1,14.0641,0.0027,Gaia2,15.1761,0.00285,PS1,14.35,US-B1,11.214,0.026,10.519,0.022,10.024,0.022,AAA,2M,9.727,0.024,9.494,0.021,9.327,0.034,8.918,0.43,AAAU,WISE*,Single,-,,,,,,,,,,,,CARMENES,No,,0,,,,,19:25:30.89,+09:38:23.5,2M,S1,Beta,..f,,4308488780772030336,,19253089+0938235
J19260+244,G 185-023,,291.50762879765153,24.438509081896434,58.500339306820955,3.8309991156444774,Gaia2,M4.5 V,4.5,AF15a,,,,,,,,,,,,,0.2395829,0.005695058,,Karmn,182.17,0.07,97.6,0.09,Gaia2,53.87,0.05,Gaia2,18.56,0.02,Gaia2,-35.0,4.0,New14,-30.8,2.09,-21.3,3.4,-12.4,0.27,CC19,0.01745373785107022,5.587738986629085E-4,Wolt17,HS,CC19,YD,CC19,,,,,2.6577,,West15,-6.3,0.6,AF15a,,,,J192601.4+242618,0.0194,0.007,0.17,0.39,-0.58,0.42,1.79,0.64,4.04,1.72,1RXS*,,,,,,,,,,,,,,16.008,0.16,UCAC4,14.5421,0.003,Gaia2,14.981,0.03,UCAC4,,,,12.7667,4.0E-4,Gaia2,14.3,0.02,UCAC4,14.056,UCAC3,13.645,0.01,UCAC4,11.4938,0.0013,Gaia2,11.908,0.02,UCAC4,10.92,US-B1,9.625,0.02,9.028,0.021,8.729,0.018,AAA,2M,8.556,0.023,8.399,0.02,8.241,0.02,8.019,0.221,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,CAFOS,,,(Astralux) [LuckyCam],19:26:01.61,+24:26:17.0,2M,,Gamma,..F,,2022893621784904064,,19260160+2426170
J19268+167,LTT 15678,4110,291.70590079897323,16.716210145856877,51.785410155606236,0.004073811407473921,Gaia2,M3.0 V,3.0,PMSU,,,,,,,,,,,,,0.3550869,0.009104328,,Karmn,34.95,0.07,-207.27,0.06,Gaia2,47.71,0.05,Gaia2,20.96,0.02,Gaia2,-32.0,6.0,Terr15,-6.86,3.71,-35.32,4.71,-12.86,0.01,CC19,0.021259140172200004,7.273270380793189E-4,Wolt17,,,D,CC19,<,8.0,,Gil18,,,,-3.43,,PMSU,,,,J192648.1+164256,0.0538,0.0208,-0.9,0.46,1.0,4.9,1.9,0.74,2.42,1.91,1RXS,Flare?,Ger99,,,,,,,,,,,,14.573,0.02,UCAC4,13.3094,0.005,Gaia2,13.6685,1.0E-4,PS1,,,,11.8171,0.0011,Gaia2,13.035,0.01,UCAC4,12.836,UCAC3,12.504,0.056,CMC15,10.6439,0.0036,Gaia2,11.072,0.01,UCAC4,10.43,US-B1,9.0,0.023,8.361,0.044,8.157,0.029,AAA,2M,7.762,0.021,7.677,0.019,7.522,0.051,7.38,0.238,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:26:49.37,+16:43:01.9,2M,,Gamma,..F,#,4322492440039701120,,19264937+1643019
J19284+289,TYC 2137-1575-1,,292.106289037473,28.902661969785235,62.703996312902724,5.462283472187119,Gaia2,M0.0 V,0.0,Lep13,,,,,,,,,,,,,0.5763766,0.01420329,,Karmn,-9.53,0.04,-40.65,0.05,Gaia2,38.62,0.03,Gaia2,25.89,0.02,Gaia2,-15.05,0.35,Gaia2,-2.41,0.16,-15.47,0.31,-2.74,0.03,CC19,0.0010305309778214863,4.1961569892636005E-5,Wolt17,LA,CC19,YD,CC19,,,,,,,,-0.46,,Lep13,,,,,,,,,,,,,,,,,,,,,,,,,,12.816,0.212,TYC2,12.191,0.003,APASS9,11.0909,0.0013,Gaia2,11.446,,PS1,11.043,0.062,TYC2,10.1619,5.0E-4,Gaia2,10.853,0.024,APASS9,10.347,UCAC3,10.2646,0.1097,PS1,9.2457,9.0E-4,Gaia2,9.7249,0.0362,PS1,9.18,US-B1,8.016,0.018,7.42,0.023,7.237,0.023,AAA,2M,7.106,0.045,7.147,0.02,7.069,0.015,7.005,0.093,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:28:25.52,+28:54:10.3,2M,,Gamma,..F,Crowded field,2026408043220034176,,19282552+2854102
J19289+066,2MASS J19285563+0638259,,292.23209253238383,6.640142131053982,43.15102140413748,-5.234910604564164,Gaia2,M1.5 V,1.5,Lep13,,,,,,,,,,,,,0.5159785,0.012483243,,Karmn,54.25,0.1,-85.56,0.08,Gaia2,30.48,0.06,Gaia2,32.81,0.07,Gaia2,10.05,0.25,Gaia2,11.69,0.18,0.33,0.17,-14.58,0.03,CC19,0.00937096017949929,8.029745622072387E-4,Wolt17,UMa,CC19,YD,CC19,,,,,,,,-0.36,,Lep13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.716,0.01,UCAC4,12.4734,0.0016,Gaia2,12.948,0.01,UCAC4,,,,11.3335,0.0013,Gaia2,12.229,0.01,UCAC4,11.85,UCAC3,11.592,0.11,UCAC4,10.3228,9.0E-4,Gaia2,10.573,0.13,UCAC4,9.87,US-B1,8.977,0.021,8.354,0.036,8.139,0.023,AAA,2M,7.976,0.024,7.939,0.021,7.84,0.018,7.707,0.167,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:28:55.63,+06:38:25.9,2M,,Gamma,..F,Crowded field,4294690189048270464,,19285563+0638259
J19312+361,G 125-015,,292.80161523894844,36.12450298798744,69.41131579239453,8.320191108984716,Gaia2,M4.5 V+,4.5,AF15a,,,,,,,,,,,,,,,,,-129.67,0.09,-106.41,0.11,Gaia2,25.03,0.05,Gaia2,39.95,0.09,Gaia2,,,,,,,,,,,0.009728231431342885,5.078901438371054E-4,Wolt17,,,,,,,,,1.63,,Har04,-8.5,0.8,AF15a,,,,J193113.0+360730,0.153,0.0189,0.02,0.12,0.11,0.17,12.88,1.59,28.71,4.16,1RXS,,,,,,,,,,,,,,,,,14.4271,0.0084,Gaia2,14.7745,0.01,PS1,,,,12.711,0.0011,Gaia2,,,,14.293,UCAC3,13.6322,0.001,PS1,11.4475,0.0039,Gaia2,12.425,0.2444,PS1,10.88,US-B1,9.609,0.022,9.061,0.02,8.839,0.019,AAA,2M,8.667,0.022,8.438,0.018,8.353,0.02,8.028,0.151,AAAB,WISE,Wide + SB2,Aab,GIC158,45.83,0.17,Cab10,G 125-014,M4.5V,,,,Shk10,,,No,,0,CAFOS,,,[AstraLux Dae07],19:31:12.56,+36:07:30.1,2M,SX,Delta,S.F,#,2051425982875376896,,19311257+3607300
J19326+005,GJ 761.2,761.2,293.1589264652173,0.5776244288326786,38.187274066431364,-8.888864929232245,Gaia2,M0.0 V,0.0,Lep13,,,,,,,,,,,,,0.589152,0.014606195,,Karmn,218.17,0.1,25.14,0.07,Gaia2,45.25,0.05,Gaia2,22.1,0.02,Gaia2,-48.61,1.03,Gaia2,-48.05,0.8,-21.35,0.63,-11.3,0.16,CC19,0.02439639907680624,2.2680755190605855E-4,Wolt17,HS,CC19,D,CC19,,,,,,,,-0.39,,Lep13,,,,,,,,,,,,,,,,,,,,,,,,,,12.425,0.162,TYC2,11.819,0.01,UCAC4,10.6685,0.0028,Gaia2,11.131,0.01,UCAC4,10.656,0.046,TYC2,9.7406,6.0E-4,Gaia2,10.466,0.01,UCAC4,,,9.859,0.06,UCAC4,8.8206,0.0021,Gaia2,9.182,0.01,UCAC4,8.8,US-B1,7.635,0.024,7.045,0.04,6.808,0.024,AAA,2M,6.742,0.068,6.702,0.021,6.667,0.017,6.524,0.06,AAAA,WISE,Single,-,,,,,,,,,,,,HARPS,No,,0,,,,(FastCam),19:32:37.91,+00:34:39.0,2M,,Gamma,..F,,4287473578816247936,,19323790+0034390
J19336+395,Ross 1063,4113,293.4156001668489,39.52502331206897,72.6895837489113,9.46419186639257,Gaia2,M1.5 V,1.5,PMSU,,,,,,,,,,,,,0.42281562,0.009825743,,Karmn,225.28,0.17,-421.71,0.17,Gaia2,57.29,0.11,Gaia2,17.46,0.03,Gaia2,-10.4,15.0,Haw96,19.88,4.4,-11.32,14.13,-33.92,2.47,CC19,0.11456783857225747,0.0017770090796772938,Wolt17,,,D,CC19,=,14.0,1.5,Gil18,67.44,,McQ13,0.25,0.25,Gai14,,,,,,,,,,,,,,,,,,,,,,,,,,13.611,0.391,TYC2,13.611,0.99,UCAC4,11.9572,0.0012,Gaia2,12.8162002563477,0.00100000004749745,PS1,11.6,0.12,TYC2,10.6886,5.0E-4,Gaia2,11.6,0.99,UCAC4,11.253,UCAC3,11.2873001098633,0.0101500004529953,PS1,9.6016,8.0E-4,Gaia2,10.0420999526978,0.15243199467659,PS1,9.72,US-B1,8.12,0.02,7.56,0.021,7.339,0.016,AAA,2M,7.11,0.044,7.01,0.02,6.932,0.016,6.817,0.059,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,(FastCam),19:33:39.41,+39:31:37.3,2M,,Gamma,..F,,2052469973468984192,,19333940+3931372
J19346+045,BD+04 4157,763,293.6682646312477,4.583853198932006,42.00538533190271,-7.465315749088927,Gaia2,M0.0 V,0.0,Kir91,4062.0,51.0,4.69,0.07,-0.17,0.16,Schw19,0.07633,5.4E-4,0.5576,0.01414,Schw19,0.5644,0.01925,,Schw19,524.14,0.06,311.15,0.04,Gaia2,69.31,0.04,Gaia2,14.43,0.01,Gaia2,-58.85700113675361,0.01801926871299943,Lafa20,-69.33,0.02,-14.41,0.02,-13.74,0.02,CC19,0.12299374764373422,5.148806635369353E-4,Wolt17,,,D,CC19,=,3.9,1.5,Rein18,12.9,0.8,DA19,0.104,0.017,Schf19,,,Schf19,,,,,,,,,,,,,,,,,,,,,,,10.919,0.048,TYC2,10.645,0.01,UCAC4,9.5747,8.0E-4,Gaia2,9.9125,0.0822,PS1,9.505,0.022,TYC2,8.7113,4.0E-4,Gaia2,9.283,0.01,UCAC4,9.041,UCAC4,9.1497,0.001,PS1,7.828,8.0E-4,Gaia2,8.8776,0.001,PS1,8.09,US-B1,6.714,0.019,6.142,0.026,5.918,0.017,AAA,2M,5.837,0.147,5.714,0.052,5.763,0.015,5.718,0.041,BAAA,WISE,Single,-,,,,,,,,,,,,CARMENES+HARPS+SOPHIE,No,,0,CAFOS,CAFE,,,19:34:39.82,+04:34:57.2,2M,S3,Alpha,,,4291123545113039616,,19343982+0434572
J19349+532,Wolf 1108,4117,293.73142442706506,53.25863450123868,85.39696026089315,15.365915494287476,Gaia2,M2.5 V,2.5,PMSU,,,,,,,,,,,,,0.2711917,,,Karmn,300.32,0.06,482.06,0.07,Gaia2,65.75,0.03,Gaia2,15.21,0.01,Gaia2,-48.8,15.0,Haw96,-44.19,1.16,-42.33,14.42,-17.7,3.97,CC19,0.10362063267490088,0.010493792333387935,Wolt17,,,D,CC19,,,,,,,,0.04,0.17,Gai14,,,,,,,,,,,,,,,,,,,,21.958,0.415,GALEX,,,,13.097,0.279,TYC2,13.465,0.01,UCAC4,12.4656,0.0023,Gaia2,12.971,0.16,UCAC4,12.224,0.188,TYC2,11.1525,7.0E-4,Gaia2,12.252,0.01,UCAC4,11.88,UCAC3,11.595,0.01,UCAC4,10.0457,0.0015,Gaia2,10.451,0.07,UCAC4,11.31,US-B1,8.554,0.021,7.974,0.018,7.684,9.995,AAF,2M,7.509,0.027,7.41,0.02,7.333,0.015,7.125,0.068,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:34:54.97,+53:15:22.9,2M,,Gamma,..F,,2136665454312416128,,19345497+5315228
J19351+084N,GJ 4114 B,4114B,293.7763960571343,8.462054670836219,45.492033749869194,-5.717044263371366,Gaia2,M2.5 V,2.5,PMSU,,,,,,,,,,,,,0.47636133,0.015064927,,Karmn,-33.92,0.1,-55.14,0.08,Gaia2,38.7,0.06,Gaia2,25.84,0.04,Gaia2,-21.15,0.26,Gaia2,-9.08,0.18,-20.53,0.18,2.52,0.03,CC19,0.004523620176144896,8.009862555212407E-4,Wolt17,LA,CC19,YD,CC19,,,,,,,,0.514,,PMSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.716,0.01,UCAC4,13.0557,0.0021,Gaia2,13.4765,0.001,PS1,,,,11.728,8.0E-4,Gaia2,10.303,0.01,UCAC4,10.283,UCAC3,12.044,0.0,CMC15,10.6123,0.0012,Gaia2,11.0099,0.1039,PS1,,,8.864,0.052,8.29,0.092,7.864,0.064,AAA,2M,7.785,0.206,7.712,0.11,7.713,0.06,7.521,0.337,BBAB,WISE,Wide,B,VYS9,5.70,,,J19351+084S,,,,,,,,No,,0,,,,,19:35:06.37,+08:27:44.4,2M,,Gamma,..F,#WDS FYM293 background.,4296063169833346176,,19350636+0827444
J19351+084S,GJ 4114 Aab,4114Aab,293.77591666666666,8.460555555555553,45.49048268554959,-5.71734469707422,Min15,M0.0 V+,0.0,PMSU,,,,,,,,,,,,,,,,,-64.11,5.98,-55.31,4.15,HIP2,32.42,4.58,HIP2,30.84,4.36,HIP2,,,,,,,,,,,0.004523620176144896,8.009862555212407E-4,Wolt17,,,,,<,4.0,,Rein12,,,,0.514,,PMSU,,,,,,,,,,,,,,,,,,,,,,,,,,12.384,0.188,TYC2,11.716,0.01,UCAC4,,,,11.0128,0.0733,PS1,10.65,0.056,TYC2,,,,10.303,0.01,UCAC4,10.159,UCAC3,9.2326,0.001,PS1,,,,8.806,0.0,PS1,8.79,US-B1,7.329,0.023,6.701,0.029,6.486,0.023,AAA,2M,6.523,0.128,6.395,0.054,6.383,0.021,6.278,0.108,BAAA,WISE,Wide + Resolved Physical,,VYS9,5.70,,,J19351+084N,,BAG27,284,,,,,No,,0,,,,(FastCam) [Bal13 DSSI],19:35:06.29,+08:27:38.9,2M,SX,Delta,B..,#WDS FYM293 background.,,,19350628+0827389
J19354+377,RX J1935.4+3746,,293.87095018268803,37.7685295096475,71.28386437309085,8.331489929430232,Gaia2,M3.5 V+,3.5,Lep13,,,,,,,,,,,,,,,,,-133.68,0.1,-92.17,0.1,Gaia2,69.47,0.06,Gaia2,14.4,0.01,Gaia2,,,,,,,,,,,0.005540577993540705,1.910406159984953E-4,Wolt17,,,,,=,4.4,,Jeff18,,,,-3.62,0.11,Schf15,,,,J193528.9+374605,0.373,0.0298,-0.19,0.07,-0.1,0.12,27.24,2.18,9.22,0.88,1RXS,,,,,,,,,,,13.642,0.346,TYC2,13.163,0.05,UCAC4,11.8561,0.0027,Gaia2,12.327,0.05,UCAC4,11.781,0.131,TYC2,10.3814,7.0E-4,Gaia2,11.626,0.13,UCAC4,11.161,UCAC3,10.996,0.05,UCAC4,9.2185,0.0014,Gaia2,9.6,0.03,UCAC4,9.91,US-B1,7.562,0.018,6.948,0.02,6.723,0.016,AAA,2M,6.588,0.071,6.365,0.025,6.334,0.015,6.201,0.048,AAAA,WISE,SB1 + Resolved Visual,AB,,,,,,,,,,Jeff18,,,No,,0,,CAFE,,FastCam [Bow15],19:35:29.23,+37:46:08.2,2M,SX,Delta,S..,20-300Ma Shk09.,2051984436005124480,,19352922+3746082
J19358+413,BD+40 3796,,293.96253655254435,41.31854788916737,74.49832645904385,9.92385826610534,Gaia2,M0.0 V,0.0,Lep13,,,,,,,,,,,,,0.69396436,0.018953022,,Karmn,-301.79,1.33,-75.68,1.41,Gaia2,32.99,0.71,Gaia2,30.31,0.66,Gaia2,,,,19.7,,,,23.9,,Lep13,0.043955563225798557,4.916738344332816E-4,Wolt17,,,,,,,,,25.4,,McQ13,-0.63,,Lep13,,,,,,,,,,,,,,,,,,,,,,,,,,12.134,0.139,TYC2,11.885,0.02,UCAC4,10.6393,0.0012,Gaia2,11.213,0.02,UCAC4,10.565,0.048,TYC2,9.7313,0.0011,Gaia2,10.405,0.05,UCAC4,9.823,UCAC3,9.802,0.05,UCAC4,8.7994,0.0017,Gaia2,9.239,0.1,UCAC4,8.86,US-B1,7.563,0.018,6.928,0.015,6.77,0.016,AAA,2M,6.68,0.071,6.638,0.022,6.604,0.016,6.543,0.059,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:35:51.44,+41:19:07.9,2M,,Gamma,..F,,2077398234224960384,,19355143+4119079
J19395+718,BD+71 8595,4120,294.88431965335144,71.87007937965437,103.76047624582809,22.064444973248712,Gaia2,M0.0 V,0.0,PMSU,,,,,,,,,,,,,0.51396614,0.012406309,,Karmn,-190.23,0.04,-443.47,0.05,Gaia2,47.51,0.03,Gaia2,21.05,0.01,Gaia2,-34.87,0.32,Gaia2,54.62,0.07,-20.91,0.29,-10.65,0.12,CC19,0.11097091881194501,0.0012897806017036443,Wolt17,,,D,CC19,<,4.0,,Rein12,,,,0.41,0.11,Gai14,,,,,,,,,,,,,,,,,,,,20.138,0.118,GALEX,,,,12.318,0.165,TYC2,12.382,0.01,UCAC4,11.1946,0.001,Gaia2,11.694,0.01,UCAC4,11.095,0.076,TYC2,10.1926,7.0E-4,Gaia2,10.917,0.01,UCAC4,10.423,UCAC3,10.334,0.01,UCAC4,9.2325,0.001,Gaia2,9.531,0.01,UCAC4,9.85,US-B1,8.023,0.05,7.379,0.044,7.188,0.023,AAA,2M,6.98,0.05,6.972,0.02,6.92,0.016,6.812,0.056,AAAA,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:39:32.89,+71:52:19.2,2M,,Gamma,..F,#,2263910113928117632,,19393289+7152191
J19419+031,GJ 1242,1242,295.47473807396176,3.1523783339537967,41.59043427783253,-9.73007406300018,Gaia2,M2.0 V,2.0,PMSU,,,,,,,,,,,,,0.32818785,0.008310164,,Karmn,-271.16,0.56,-484.47,0.47,Gaia2,43.82,0.33,Gaia2,22.82,0.17,Gaia2,33.2,0.52,Gaia2,64.47,0.45,-23.07,0.44,-4.56,0.28,CC19,0.15856896639903423,0.009592309253414056,Wolt17,,,D,CC19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.507,0.02,UCAC4,13.1449,0.0013,Gaia2,13.736,0.01,UCAC4,,,,11.9275,0.0012,Gaia2,12.914,0.01,UCAC4,12.619,UCAC3,12.254,0.01,UCAC4,10.8164,0.001,Gaia2,11.236,0.05,UCAC4,10.52,US-B1,9.304,0.021,8.763,0.021,8.518,0.021,AAA,2M,8.351,0.022,8.182,0.021,8.081,0.023,7.733,0.171,AAAB,WISE,Single,-,,,,,,,,,,,,,No,,0,,,,,19:41:54.22,+03:09:16.3,2M,,Gamma,..F,,4289793067314163072,,19415421+0309163
J19420-210,LP 869-019,,295.50307059958584,-21.069237323507984,18.944152521426922,-20.224928354628783,Gaia2,M4.0 V+,4.0,Sch05,,,,,,,,,,,,,,,,,76.76,0.13,-250.12,0.12,Gaia2,53.55,0.08,Gaia2,18.67,0.03,Gaia2,,,,,,,,,,,0.03177625743042799,0.0010770056836006266,Wolt17,,,,,<,2.7,,Malo14a,,,,-2.39,0.15,Schf15,,,,,0.05,0.02,-0.32,0.26,,,3.31,1.32,3.17,1.43,PSPC/ROSAT,,,,,,,,,,,,,,14.843,0.04,UCAC4,13.4981,0.0036,Gaia2,13.948,0.05,UCAC4,,,,11.7716,6.0E-4,Gaia2,13.268,0.04,UCAC4,12.779,UCAC4,12.61,0.04,UCAC4,10.5193,0.0023,Gaia2,10.938,0.08,UCAC4,10.12,US-B1,8.692,0.019,8.079,0.038,7.816,0.031,AAA,2M,7.608,0.029,7.479,0.02,7.356,0.02,7.298,0.138,AAAB,WISE,Resolved Physical (+SB2?),AB,,,,,,,,828,5,Mont06,,,No,,0,,FEROS,,,19:42:00.66,-21:04:05.2,2M,SX,Delta,S..,#SB2: Malo14a,6868107358662346112,,19420065-2104051
J19422-207,2MASS J19421282-2045477,,295.5533724580019,-20.76399080954742,19.264043895079677,-20.152535874471663,Gaia2,M5.1 V,5.1,Shk09,3100.0,50.0,,,,,Schw19,0.004816,5.5E-5,0.2405,0.007878,Schw19,0.2297,0.01198,,Schw19,-10.24,0.16,-154.34,0.15,Gaia2,63.11,0.09,Gaia2,15.84,0.02,Gaia2,-2.0938692788471718,0.03151698754670306,Lafa20,0.57,0.03,-11.46,0.02,-2.75,0.02,CC19,0.0076858097320976065,2.6534956149638125E-4,Wolt17,,,YD,CC19,=,6.2,1.5,Rein18,,,,-5.8,0.05,Schf19,-3.76,0.004000000189989805,Schf19,J194213.0-204547,0.103,0.021,-0.16,0.2,0.17,0.32,7.69,1.57,16.96,4.22,1RXS,RV-loud,Sade20,,,,,,,,,,,,15.838,0.08,UCAC4,14.5146,0.0049,Gaia2,14.9159,0.0051,PS1,,,,12.7252,8.0E-4,Gaia2,14.274,0.01,UCAC4,13.877,UCAC4,13.606,0.03,UCAC4,11.4479,0.0018,Gaia2,12.0788,0.0243,PS1,11.07,US-B1,9.598,0.024,9.026,0.022,8.756,0.023,AAA,2M,8.555,0.022,8.357,0.019,8.219,0.023,7.836,0.202,AAAB,WISE,Single,-,,,,,,,,,,,,CARMENES,No,,0,,,,,19:42:12.82,-20:45:47.8,2M,S1,Beta,..f,60-300Ma Shk09.,6868221463056407168,,19421282-2045477
